seq_position,cpg_name,genomic_rank
5436,cg13450057,10779
5437,cg00072216,10780
5438,cg14035045,10780
5439,cg14036856,10781
5440,cg22194305,10781
5441,cg16474684,10785
5442,cg07651857,10786
5443,cg22980079,10789
5444,cg20163033,10791
5445,cg12939527,10794
5446,cg22362636,10795
5447,cg08822227,10798
5448,cg07991621,10799
5449,cg02496295,10800
5450,cg14973995,10801
5451,cg05209463,10802
5452,cg14059475,10804
5453,cg14059729,10805
5454,cg07945480,10806
5455,cg10158181,10807
5456,cg14060836,10808
5457,cg19224164,10808
5458,cg14063008,10810
5459,cg03738331,10810
5460,cg14694952,10811
5461,cg18130069,10818
5462,cg00344372,10823
5463,cg07364841,10824
5464,cg17960516,10825
5465,cg15307169,10826
5466,cg14091657,10828
5467,cg25201363,10831
5468,cg10235817,10833
5469,cg13296371,10836
5470,cg00654816,10837
5471,cg17259741,10838
5472,cg17183546,10840
5473,cg23239039,10841
5474,cg22524267,10842
5475,cg20588069,10848
5476,cg15696627,10849
5477,cg15755084,10851
5478,cg11930592,10852
5479,cg06677140,10853
5480,cg03717979,10854
5481,cg03199651,10855
5482,cg14167596,10856
5483,cg20161179,10858
5484,cg09573795,10859
5485,cg27038439,10860
5486,cg24840099,10861
5487,cg09748975,10863
5488,cg20891301,10865
5489,cg01785568,10866
5490,cg01114088,10868
5491,cg14138171,10868
5492,cg00512031,10869
5493,cg10182321,10870
5494,cg14143055,10871
5495,cg11768886,10871
5496,cg11237738,10879
5497,cg14155416,10879
5498,cg14155482,10880
5499,cg03278643,10887
5500,cg15305511,10888
5501,cg21210758,10889
5502,cg03544320,10891
5503,cg25093045,10895
5504,cg01519742,10899
5505,cg14175593,10899
5506,cg13168683,10900
5507,cg25554036,10905
5508,cg07867360,10907
5509,cg01723464,10909
5510,cg10663973,10910
5511,cg19255853,10911
5512,cg15397506,10912
5513,cg22266967,10919
5514,cg14489884,10920
5515,cg10203523,10921
5516,cg18424538,10922
5517,cg25194415,10924
5518,cg19278809,10925
5519,cg12497851,10929
5520,cg12958778,10931
5521,cg03782453,10940
5522,cg09424308,10941
5523,cg13564595,10944
5524,cg03847636,10945
5525,cg14236602,10947
5526,cg18619267,10952
5527,cg10250107,10953
5528,cg02635407,10959
5529,cg14260643,10960
5530,cg07816074,10960
5531,cg14265075,10964
5532,cg14265670,10965
5533,cg24105933,10971
5534,cg09495977,10973
5535,cg14279899,10977
5536,cg08083689,10979
5537,cg06862062,10980
5538,cg21911019,10983
5539,cg14288464,10985
5540,cg03292388,10986
5541,cg21279601,10990
5542,cg14296129,10991
5543,cg14297876,10994
5544,cg14303330,11001
5545,cg26409237,11001
5546,cg08649013,11002
5547,cg14303674,11002
5548,cg14307212,11005
5549,cg14308291,11006
5550,cg20303303,11006
5551,cg18059088,11021
5552,cg01462829,11022
5553,cg14329157,11023
5554,cg11395610,11026
5555,cg21774863,11027
5556,cg14334099,11028
5557,cg20073553,11032
5558,cg11392765,11035
5559,cg05475028,11036
5560,cg13455369,11037
5561,cg05562327,11041
5562,cg24829483,11043
5563,cg19128498,11048
5564,cg02630888,11050
5565,cg14367014,11054
5566,cg26043257,11057
5567,cg14372394,11058
5568,cg13929970,11060
5569,cg13726191,11061
5570,cg19712821,11064
5571,cg20576510,11066
5572,cg21230392,11067
5573,cg03368758,11082
5574,cg26689483,11085
5575,cg14405589,11085
5576,cg09435090,11086
5577,cg05028306,11087
5578,cg21429500,11088
5579,cg14409958,11091
5580,cg14414534,11092
5581,cg22496254,11096
5582,cg14419187,11097
5583,cg23435440,11097
5584,cg14377370,11098
5585,cg05568762,11100
5586,cg22315542,11101
5587,cg18972811,11102
5588,cg03742003,11105
5589,cg14427173,11105
5590,cg20203792,11106
5591,cg01154775,11107
5592,cg27196467,11108
5593,cg15401952,11109
5594,cg23337382,11118
5595,cg05158538,11121
5596,cg08739282,11123
5597,cg10307548,11124
5598,cg12435758,11131
5599,cg13359415,11132
5600,cg16148403,11134
5601,cg18815539,11135
5602,cg05965402,11136
5603,cg19419801,11137
5604,cg13918811,11138
5605,cg22845362,11139
5606,cg19616230,11140
5607,cg21200703,11141
5608,cg14463304,11142
5609,cg18489440,11145
5610,cg10150813,11146
5611,cg14472778,11147
5612,cg14481222,11152
5613,cg19029454,11154
5614,cg15928132,11157
5615,cg04353483,11158
5616,cg18953280,11159
5617,cg06251489,11162
5618,cg20326867,11163
5619,cg24219058,11167
5620,cg18821742,11170
5621,cg20119015,11180
5622,cg06500476,11185
5623,cg04301614,11186
5624,cg18081881,11189
5625,cg00107632,11190
5626,cg25608041,11192
5627,cg14541950,11199
5628,cg14542238,11200
5629,cg09963123,11201
5630,cg19398783,11204
5631,cg23855121,11205
5632,cg25769980,11206
5633,cg03499052,11210
5634,cg20484352,11211
5635,cg02131853,11212
5636,cg20530223,11213
5637,cg20166783,11216
5638,cg12062995,11217
5639,cg21880903,11218
5640,cg23479658,11220
5641,cg07027075,11221
5642,cg09067967,11223
5643,cg05029288,11224
5644,cg25117976,11225
5645,cg22158956,11226
5646,cg27406727,11227
5647,cg10094443,11228
5648,cg05507894,11230
5649,cg02523617,11231
5650,cg08292112,11232
5651,cg17815841,11233
5652,cg13107169,11234
5653,cg00804392,11235
5654,cg11903057,11236
5655,cg10375110,11238
5656,cg14602164,11238
5657,cg23621817,11239
5658,cg15967525,11240
5659,cg01704534,11241
5660,cg14605021,11242
5661,cg19786920,11247
5662,cg07312445,11248
5663,cg13842258,11251
5664,cg24715245,11252
5665,cg14613972,11253
5666,cg14614901,11255
5667,cg08319991,11256
5668,cg08817120,11259
5669,cg14623805,11261
5670,cg24719601,11268
5671,cg17783509,11269
5672,cg14643520,11272
5673,cg14646244,11276
5674,cg13652653,11278
5675,cg14651992,11278
5676,cg10652277,11282
5677,cg08321272,11283
5678,cg27427207,11286
5679,cg25309588,11287
5680,cg01699584,11292
5681,cg04683119,11293
5682,cg21219744,11294
5683,cg10217449,11295
5684,cg26303908,11296
5685,cg14671488,11299
5686,cg21820677,11300
5687,cg15918284,11301
5688,cg03593419,11304
5689,cg16358826,11307
5690,cg12294121,11308
5691,cg18016365,11309
5692,cg23055159,11311
5693,cg26018901,11313
5694,cg02553486,11314
5695,cg18719814,11315
5696,cg19000186,11317
5697,cg14698961,11318
5698,cg25351036,11318
5699,cg14700577,11319
5700,cg25084525,11319
5701,cg02600394,11321
5702,cg20981615,11322
5703,cg18342279,11329
5704,cg14709524,11329
5705,cg14711709,11331
5706,cg14718680,11335
5707,cg13750354,11336
5708,cg14721213,11337
5709,cg06422693,11337
5710,cg04961553,11338
5711,cg08942875,11339
5712,cg25484904,11340
5713,cg04005707,11341
5714,cg23266266,11342
5715,cg21750545,11343
5716,cg23653712,11344
5717,cg12489960,11345
5718,cg03103192,11346
5719,cg09022993,11347
5720,cg19408398,11353
5721,cg22333016,11354
5722,cg00629217,11356
5723,cg14751914,11360
5724,cg22722822,11363
5725,cg21905630,11365
5726,cg13002939,11368
5727,cg22736323,11369
5728,cg14767877,11371
5729,cg27154163,11373
5730,cg14775560,11375
5731,cg17286640,11376
5732,cg14776416,11376
5733,cg15601535,11382
5734,cg14838256,11383
5735,cg10313093,11384
5736,cg05960024,11385
5737,cg04485603,11386
5738,cg01943185,11388
5739,cg00886554,11389
5740,cg12914062,11391
5741,cg03289369,11394
5742,cg12370884,11395
5743,cg04418752,11396
5744,cg11372831,11397
5745,cg14800883,11398
5746,cg12780322,11399
5747,cg14802310,11400
5748,cg06771126,11402
5749,cg14809191,11403
5750,cg22681784,11404
5751,cg24719575,11407
5752,cg07974125,11408
5753,cg05503412,11409
5754,cg21800088,11410
5755,cg03876618,11414
5756,cg00884221,11415
5757,cg18420965,11422
5758,cg14832904,11424
5759,cg12879425,11430
5760,cg19445598,11431
5761,cg08928646,11432
5762,cg27219973,11433
5763,cg18003698,11434
5764,cg20695587,11436
5765,cg02936740,11437
5766,cg06399881,11438
5767,cg01804429,11439
5768,cg04558553,11440
5769,cg03498559,11441
5770,cg16414852,11442
5771,cg00436282,11444
5772,cg14858551,11445
5773,cg10585462,11448
5774,cg22182945,11449
5775,cg16418329,11450
5776,cg03970609,11451
5777,cg10189763,11452
5778,cg14869028,11454
5779,cg13523386,11454
5780,cg17849194,11455
5781,cg03173722,11456
5782,cg06059810,11457
5783,cg24329794,11458
5784,cg02336128,11459
5785,cg11654333,11460
5786,cg19850370,11462
5787,cg03017946,11463
5788,cg26656113,11464
5789,cg13643796,11468
5790,cg11243196,11469
5791,cg06976977,11471
5792,cg01675895,11472
5793,cg08647446,11473
5794,cg14893163,11473
5795,cg03996822,11474
5796,cg22670329,11476
5797,cg25432696,11477
5798,cg26125600,11478
5799,cg14898892,11479
5800,cg02029926,11480
5801,cg16072462,11483
5802,cg26866325,11486
5803,cg16249454,11488
5804,cg19308222,11491
5805,cg04941721,11492
5806,cg17757055,11494
5807,cg11298412,11495
5808,cg14916288,11495
5809,cg10737625,11496
5810,cg22960952,11497
5811,cg10409560,11498
5812,cg14988503,11499
5813,cg24432073,11500
5814,cg01331554,11501
5815,cg11489580,11502
5816,cg14724265,11504
5817,cg22476251,11505
5818,cg14931645,11506
5819,cg11631275,11507
5820,cg08046471,11509
5821,cg11356705,11511
5822,cg09423836,11512
5823,cg11659747,11515
5824,cg17010112,11518
5825,cg20430816,11519
5826,cg14961550,11523
5827,cg23408913,11530
5828,cg00899086,11531
5829,cg14981132,11533
5830,cg22606062,11534
5831,cg21548788,11535
5832,cg05409601,11536
5833,cg14987922,11537
5834,cg09087966,11537
5835,cg17341358,11539
5836,cg26112353,11540
5837,cg23657252,11541
5838,cg17738194,11543
5839,cg02255004,11544
5840,cg15002204,11547
5841,cg13843773,11561
5842,cg01049530,11565
5843,cg16744741,11566
5844,cg16438432,11568
5845,cg07964133,11569
5846,cg13873733,11570
5847,cg05134796,11571
5848,cg10972353,11573
5849,cg20947775,11574
5850,cg27413543,11575
5851,cg22461615,11577
5852,cg16854524,11579
5853,cg23896056,11580
5854,cg04418771,11581
5855,cg19255783,11584
5856,cg19763279,11587
5857,cg00979348,11588
5858,cg26365668,11590
5859,cg22774012,11591
5860,cg22541143,11592
5861,cg02918483,11593
5862,cg15070798,11594
5863,cg02782630,11594
5864,cg26071978,11595
5865,cg10685945,11596
5866,cg26359204,11603
5867,cg10539507,11604
5868,cg17084361,11605
5869,cg24208172,11606
5870,cg05890019,11608
5871,cg04595835,11609
5872,cg01418124,11610
5873,cg23097681,11611
5874,cg12647643,11615
5875,cg23478284,11617
5876,cg25177139,11619
5877,cg12723809,11620
5878,cg11277230,11621
5879,cg23092072,11626
5880,cg16090392,11627
5881,cg12733430,11633
5882,cg24999727,11634
5883,cg08815403,11635
5884,cg15128898,11635
5885,cg15641998,11636
5886,cg22831514,11637
5887,cg00171161,11638
5888,cg19466563,11639
5889,cg05350879,11640
5890,cg22416721,11641
5891,cg18397653,11642
5892,cg13255629,11643
5893,cg05679613,11644
5894,cg20261167,11645
5895,cg26215428,11646
5896,cg24207176,11647
5897,cg24352530,11648
5898,cg07209631,11649
5899,cg09657538,11653
5900,cg15158783,11657
5901,cg12759554,11658
5902,cg01026744,11659
5903,cg04536922,11665
5904,cg08377000,11666
5905,cg26578617,11669
5906,cg15452573,11672
5907,cg06044899,11673
5908,cg14049461,11674
5909,cg13549845,11675
5910,cg01357116,11680
5911,cg04107037,11682
5912,cg26226968,11683
5913,cg02827112,11684
5914,cg12554857,11685
5915,cg15188491,11686
5916,cg14105047,11689
5917,cg20305610,11690
5918,cg25088874,11691
5919,cg09156233,11692
5920,cg15201291,11692
5921,cg15202954,11696
5922,cg10520887,11698
5923,cg13265789,11700
5924,cg17725968,11702
5925,cg17366294,11704
5926,cg00688421,11705
5927,cg26406994,11706
5928,cg00622677,11708
5929,cg15214137,11709
5930,cg14972143,11712
5931,cg17499294,11717
5932,cg00268009,11720
5933,cg06518271,11721
5934,cg26647453,11723
5935,cg27563778,11724
5936,cg24693909,11725
5937,cg20713333,11726
5938,cg21614638,11729
5939,cg18579447,11733
5940,cg16220802,11734
5941,cg11010122,11735
5942,cg17709884,11736
5943,cg27019278,11738
5944,cg12532667,11741
5945,cg15259973,11744
5946,cg00302793,11744
5947,cg25023994,11746
5948,cg00332153,11747
5949,cg18277508,11749
5950,cg04304927,11750
5951,cg03464689,11751
5952,cg01137708,11752
5953,cg25490411,11754
5954,cg16746737,11755
5955,cg15299721,11757
5956,cg10261589,11758
5957,cg11469321,11759
5958,cg19339841,11760
5959,cg04263186,11761
5960,cg05389335,11763
5961,cg19534879,11764
5962,cg03384938,11765
5963,cg15280964,11765
5964,cg08924430,11766
5965,cg09459044,11770
5966,cg27313662,11771
5967,cg25370441,11772
5968,cg27126442,11773
5969,cg21686523,11775
5970,cg00230271,11776
5971,cg15750102,11777
5972,cg15301694,11777
5973,cg01471384,11778
5974,cg01404615,11780
5975,cg08541219,11782
5976,cg09191232,11783
5977,cg26701826,11786
5978,cg21721155,11787
5979,cg00612467,11788
5980,cg09146695,11791
5981,cg05354432,11792
5982,cg16525761,11794
5983,cg00346145,11795
5984,cg15334028,11805
5985,cg15341760,11809
5986,cg21818252,11809
5987,cg22064942,11810
5988,cg03005261,11811
5989,cg21837443,11812
5990,cg17714799,11815
5991,cg24974477,11816
5992,cg16243646,11817
5993,cg15350036,11817
5994,cg13379236,11819
5995,cg24818418,11821
5996,cg15359413,11822
5997,cg06100991,11822
5998,cg04249586,11823
5999,cg20773127,11825
6000,cg05522383,11831
6001,cg14056644,11832
6002,cg15372098,11832
6003,cg10525488,11834
6004,cg15377518,11837
6005,cg17241657,11837
6006,cg15377649,11838
6007,cg15379633,11840
6008,cg02182354,11841
6009,cg07790638,11842
6010,cg13788062,11843
6011,cg21270015,11844
6012,cg03476195,11848
6013,cg02735486,11849
6014,cg15384717,11851
6015,cg15394409,11855
6016,cg13246654,11856
6017,cg20391984,11857
6018,cg25892041,11863
6019,cg15410903,11863
6020,cg09511421,11865
6021,cg15413566,11865
6022,cg27063986,11867
6023,cg15415509,11868
6024,cg08145625,11872
6025,cg05807991,11873
6026,cg17853587,11874
6027,cg06132694,11875
6028,cg21208104,11877
6029,cg07625840,11879
6030,cg25860314,11881
6031,cg02519806,11883
6032,cg15427774,11884
6033,cg16225753,11891
6034,cg15439196,11892
6035,cg25095380,11892
6036,cg20950277,11895
6037,cg10114327,11896
6038,cg00015770,11898
6039,cg03354519,11900
6040,cg05396987,11903
6041,cg25969212,11907
6042,cg02832245,11908
6043,cg10002561,11909
6044,cg20573242,11910
6045,cg03990551,11911
6046,cg05318777,11912
6047,cg09526693,11913
6048,cg08524525,11916
6049,cg17214107,11919
6050,cg25583174,11923
6051,cg19987840,11924
6052,cg20830531,11925
6053,cg00669856,11928
6054,cg00882832,11929
6055,cg15488251,11932
6056,cg15489294,11934
6057,cg15489301,11935
6058,cg15491567,11936
6059,cg15492003,11937
6060,cg13649728,11943
6061,cg20088535,11947
6062,cg07285838,11949
6063,cg10479325,11951
6064,cg03883519,11952
6065,cg03482087,11953
6066,cg03586029,11954
6067,cg12452946,11955
6068,cg00488718,11956
6069,cg10149329,11957
6070,cg10640379,11958
6071,cg00783759,11959
6072,cg17280624,11960
6073,cg13469311,11961
6074,cg15534084,11966
6075,cg03916421,11968
6076,cg22177707,11970
6077,cg15538820,11972
6078,cg06690548,11975
6079,cg00534274,11976
6080,cg10976673,11979
6081,cg15010390,11982
6082,cg22127491,11983
6083,cg09329496,11986
6084,cg05815906,11987
6085,cg10377451,11988
6086,cg25903375,11992
6087,cg25945961,11993
6088,cg02688643,11994
6089,cg12229172,11995
6090,cg15562197,11996
6091,cg15563952,11999
6092,cg15565533,12002
6093,cg03963654,12005
6094,cg04457051,12008
6095,cg15572745,12010
6096,cg21246783,12016
6097,cg25323711,12017
6098,cg02157306,12018
6099,cg15582891,12018
6100,cg14223995,12019
6101,cg11843691,12025
6102,cg15098690,12027
6103,cg19553056,12028
6104,cg25546588,12030
6105,cg20716945,12033
6106,cg01171588,12034
6107,cg15602969,12035
6108,cg01601573,12036
6109,cg05754631,12037
6110,cg15606663,12039
6111,cg16091845,12040
6112,cg13749822,12042
6113,cg14580567,12044
6114,cg00375964,12046
6115,cg05546383,12047
6116,cg25424525,12048
6117,cg15612847,12049
6118,cg09088577,12049
6119,cg06440646,12050
6120,cg22495162,12057
6121,cg22283148,12058
6122,cg15627524,12058
6123,cg04529955,12059
6124,cg13262687,12064
6125,cg24199834,12065
6126,cg16264526,12069
6127,cg15810326,12071
6128,cg02715115,12072
6129,cg13996731,12076
6130,cg20140452,12077
6131,cg15654964,12081
6132,cg20334738,12081
6133,cg20850582,12084
6134,cg13219107,12085
6135,cg03771255,12087
6136,cg04876451,12091
6137,cg13218435,12092
6138,cg03371306,12096
6139,cg05287690,12097
6140,cg06649520,12101
6141,cg21618713,12102
6142,cg15683743,12103
6143,cg12793610,12107
6144,cg15692239,12108
6145,cg14320796,12111
6146,cg13825058,12112
6147,cg15699524,12113
6148,cg10484485,12116
6149,cg06618866,12119
6150,cg19037167,12120
6151,cg15707568,12122
6152,cg07694025,12122
6153,cg05774801,12123
6154,cg11354906,12125
6155,cg23910835,12129
6156,cg15733507,12134
6157,cg07786760,12135
6158,cg04517429,12136
6159,cg18876189,12138
6160,cg15737168,12138
6161,cg12827188,12139
6162,cg01593385,12140
6163,cg15741583,12146
6164,cg23587449,12148
6165,cg23303074,12152
6166,cg02992596,12153
6167,cg15747933,12154
6168,cg22496683,12154
6169,cg27504805,12156
6170,cg15749858,12158
6171,cg14586939,12159
6172,cg03616357,12161
6173,cg02210887,12163
6174,cg09750385,12164
6175,cg08121954,12170
6176,cg15758700,12170
6177,cg11754095,12171
6178,cg16181202,12172
6179,cg02200584,12174
6180,cg20937139,12175
6181,cg18344745,12178
6182,cg15767406,12178
6183,cg09688546,12181
6184,cg15425280,12185
6185,cg25148589,12189
6186,cg15777781,12189
6187,cg15778232,12190
6188,cg25841987,12195
6189,cg19843036,12199
6190,cg13850625,12200
6191,cg27507704,12201
6192,cg21713257,12202
6193,cg19324172,12203
6194,cg15792688,12215
6195,cg22161476,12215
6196,cg18695917,12216
6197,cg15796819,12217
6198,cg18023724,12219
6199,cg26745540,12221
6200,cg13975625,12222
6201,cg15798530,12223
6202,cg18438777,12224
6203,cg05745457,12225
6204,cg16413535,12226
6205,cg07259382,12229
6206,cg15806518,12231
6207,cg00393585,12232
6208,cg26426582,12233
6209,cg12572545,12235
6210,cg19459675,12236
6211,cg26812418,12238
6212,cg02886284,12239
6213,cg08570521,12244
6214,cg26538349,12246
6215,cg19252175,12247
6216,cg15239703,12252
6217,cg15824080,12253
6218,cg06292277,12256
6219,cg26171231,12257
6220,cg04518155,12258
6221,cg12506971,12260
6222,cg01654582,12261
6223,cg27433088,12265
6224,cg25086702,12269
6225,cg15840658,12269
6226,cg13515674,12270
6227,cg15841415,12270
6228,cg16718094,12271
6229,cg15772393,12272
6230,cg01324261,12273
6231,cg05348123,12274
6232,cg15843217,12274
6233,cg15865742,12289
6234,cg01580681,12289
6235,cg15869022,12291
6236,cg02774439,12292
6237,cg15873633,12295
6238,cg22461018,12295
6239,cg06366981,12296
6240,cg18164599,12297
6241,cg15876417,12298
6242,cg14561282,12298
6243,cg16411152,12299
6244,cg22821324,12302
6245,cg19639622,12303
6246,cg18443378,12304
6247,cg01311285,12308
6248,cg23322316,12309
6249,cg12182525,12310
6250,cg09475757,12314
6251,cg13743031,12315
6252,cg15898840,12315
6253,cg00398048,12316
6254,cg15903421,12321
6255,cg05060602,12324
6256,cg14892066,12325
6257,cg22734085,12329
6258,cg22428102,12330
6259,cg07973390,12333
6260,cg16802152,12334
6261,cg10348863,12336
6262,cg16420530,12337
6263,cg08493463,12340
6264,cg15936718,12343
6265,cg25255854,12346
6266,cg20811273,12352
6267,cg15171237,12353
6268,cg06600412,12354
6269,cg16092956,12356
6270,cg24697682,12361
6271,cg27583030,12362
6272,cg06521761,12364
6273,cg11595794,12365
6274,cg19905754,12366
6275,cg09001953,12368
6276,cg22385477,12369
6277,cg02545106,12370
6278,cg02515725,12371
6279,cg20544605,12374
6280,cg15973234,12375
6281,cg26583078,12375
6282,cg12697789,12378
6283,cg24529858,12379
6284,cg15977816,12380
6285,cg10063179,12381
6286,cg06039392,12382
6287,cg19428336,12383
6288,cg15983538,12386
6289,cg15984612,12387
6290,cg06274159,12392
6291,cg14189571,12394
6292,cg04086012,12395
6293,cg16001460,12405
6294,cg16008138,12415
6295,cg16016951,12422
6296,cg16036738,12435
6297,cg16041660,12439
6298,cg16046376,12441
6299,cg26436158,12446
6300,cg02748539,12453
6301,cg23061578,12455
6302,cg19108785,12456
6303,cg22938407,12457
6304,cg20584011,12460
6305,cg02822723,12461
6306,cg26054540,12467
6307,cg24886748,12470
6308,cg19421752,12475
6309,cg02064402,12476
6310,cg16097079,12476
6311,cg16101800,12481
6312,cg17166338,12481
6313,cg26721993,12484
6314,cg26205131,12486
6315,cg13202751,12492
6316,cg05365670,12507
6317,cg24003306,12513
6318,cg25632001,12514
6319,cg06609475,12515
6320,cg00243313,12522
6321,cg16176301,12528
6322,cg16176600,12529
6323,cg16177830,12531
6324,cg16182127,12535
6325,cg26504021,12539
6326,cg16196812,12548
6327,cg16199381,12549
6328,cg20149766,12558
6329,cg09576882,12559
6330,cg03663215,12566
6331,cg21803417,12570
6332,cg23054676,12571
6333,cg10300154,12572
6334,cg11011938,12578
6335,cg03702236,12579
6336,cg23248452,12580
6337,cg11151820,12581
6338,cg25484373,12582
6339,cg11882252,12583
6340,cg13466487,12584
6341,cg20126158,12587
6342,cg08103676,12588
6343,cg22411068,12589
6344,cg16250754,12593
6345,cg16256643,12600
6346,cg16257091,12603
6347,cg21046940,12604
6348,cg07817783,12605
6349,cg25302419,12606
6350,cg10331779,12607
6351,cg16267266,12608
6352,cg03503295,12609
6353,cg16267491,12609
6354,cg14880800,12610
6355,cg27465566,12611
6356,cg24602243,12612
6357,cg23639989,12621
6358,cg24592364,12625
6359,cg09238598,12626
6360,cg16282101,12627
6361,cg16284168,12629
6362,cg16293656,12635
6363,cg16298282,12640
6364,cg16188038,12644
6365,cg14966252,12645
6366,cg02729303,12646
6367,cg16307860,12648
6368,cg16310717,12650
6369,cg07862358,12653
6370,cg19796273,12654
6371,cg08771731,12657
6372,cg23496260,12659
6373,cg16321029,12659
6374,cg16326979,12661
6375,cg16330965,12663
6376,cg03504701,12665
6377,cg10303842,12668
6378,cg15175266,12669
6379,cg19475870,12677
6380,cg12864235,12678
6381,cg16348491,12678
6382,cg10919204,12681
6383,cg05822100,12683
6384,cg15929201,12686
6385,cg25735280,12689
6386,cg22705225,12690
6387,cg17751867,12694
6388,cg03522216,12695
6389,cg13954292,12698
6390,cg01236137,12701
6391,cg16381688,12701
6392,cg16381752,12702
6393,cg16382256,12703
6394,cg07663789,12704
6395,cg05839235,12705
6396,cg16434306,12708
6397,cg24363955,12709
6398,cg14873135,12712
6399,cg12168164,12713
6400,cg12238343,12717
6401,cg03909500,12718
6402,cg14189614,12719
6403,cg10752753,12720
6404,cg01091448,12723
6405,cg16408565,12724
6406,cg12346515,12724
6407,cg03934354,12725
6408,cg18752880,12727
6409,cg03332113,12729
6410,cg11154798,12730
6411,cg16414945,12730
6412,cg16417937,12733
6413,cg25852941,12733
6414,cg01146980,12735
6415,cg16297030,12736
6416,cg09745307,12737
6417,cg17397493,12739
6418,cg24675098,12740
6419,cg04312209,12742
6420,cg16425577,12742
6421,cg24202119,12743
6422,cg10994379,12744
6423,cg05512756,12746
6424,cg19135982,12747
6425,cg16434546,12748
6426,cg16268429,12751
6427,cg16443152,12751
6428,cg26511075,12752
6429,cg16444968,12753
6430,cg24237439,12753
6431,cg12430845,12754
6432,cg16449972,12755
6433,cg26929490,12755
6434,cg15269294,12756
6435,cg15827031,12757
6436,cg16467694,12762
6437,cg07442479,12764
6438,cg07715201,12767
6439,cg23029193,12768
6440,cg26747293,12769
6441,cg01796228,12773
6442,cg26475085,12774
6443,cg03138091,12775
6444,cg16483466,12775
6445,cg27606341,12777
6446,cg13703437,12778
6447,cg11706163,12780
6448,cg16490390,12780
6449,cg14606768,12781
6450,cg15873715,12782
6451,cg16494477,12783
6452,cg16495265,12785
6453,cg23164327,12789
6454,cg02588309,12790
6455,cg16505550,12791
6456,cg24382521,12794
6457,cg09179845,12795
6458,cg11976616,12797
6459,cg16515820,12799
6460,cg08590939,12799
6461,cg11487705,12800
6462,cg10850119,12801
6463,cg22359217,12802
6464,cg04502814,12807
6465,cg16524139,12808
6466,cg04741133,12823
6467,cg09632585,12824
6468,cg24150528,12825
6469,cg23502772,12826
6470,cg24371225,12827
6471,cg11057497,12829
6472,cg18646457,12830
6473,cg16551261,12832
6474,cg23863670,12832
6475,cg03077492,12833
6476,cg16555388,12834
6477,cg06597095,12834
6478,cg26088104,12835
6479,cg24043192,12836
6480,cg16558348,12836
6481,cg22215520,12837
6482,cg14865516,12838
6483,cg26317056,12840
6484,cg14654926,12843
6485,cg16579354,12844
6486,cg20387341,12844
6487,cg16580737,12845
6488,cg11285003,12849
6489,cg09351859,12851
6490,cg21410991,12852
6491,cg16597172,12857
6492,cg26896762,12857
6493,cg21153758,12860
6494,cg15676241,12863
6495,cg09759260,12864
6496,cg16607065,12865
6497,cg21540749,12866
6498,cg07499072,12867
6499,cg11391732,12870
6500,cg16612562,12870
6501,cg26356176,12871
6502,cg05705366,12872
6503,cg20451680,12880
6504,cg06118312,12883
6505,cg07707227,12884
6506,cg16636571,12889
6507,cg08514736,12895
6508,cg16648297,12896
6509,cg13352495,12896
6510,cg16738336,12897
6511,cg09230732,12898
6512,cg16657615,12902
6513,cg04401436,12905
6514,cg02899723,12907
6515,cg21950518,12908
6516,cg13576061,12909
6517,cg14225544,12928
6518,cg25159610,12929
6519,cg12491659,12930
6520,cg19135706,12932
6521,cg16708623,12933
6522,cg03014628,12933
6523,cg13112511,12939
6524,cg16715722,12939
6525,cg16721202,12945
6526,cg09712066,12946
6527,cg16721845,12946
6528,cg19051578,12947
6529,cg03905094,12948
6530,cg10506318,12950
6531,cg16928795,12951
6532,cg11649654,12952
6533,cg16729794,12954
6534,cg00581156,12955
6535,cg04883450,12956
6536,cg16739396,12960
6537,cg16743781,12965
6538,cg25136045,12966
6539,cg02577849,12970
6540,cg14700821,12971
6541,cg11044823,12972
6542,cg08307039,12973
6543,cg18741962,12974
6544,cg09873510,12975
6545,cg07733031,12976
6546,cg07172256,12977
6547,cg16752778,12977
6548,cg22009138,12978
6549,cg14787704,12980
6550,cg16762386,12984
6551,cg17751569,12985
6552,cg16763895,12985
6553,cg16770799,12988
6554,cg12663253,12990
6555,cg09176995,12994
6556,cg13849825,12995
6557,cg21993406,12997
6558,cg09298289,12998
6559,cg25112044,13000
6560,cg15003158,13001
6561,cg05843340,13002
6562,cg02216250,13007
6563,cg13793354,13009
6564,cg18359921,13010
6565,cg20798152,13011
6566,cg23300372,13013
6567,cg02001410,13015
6568,cg04527989,13017
6569,cg16793150,13018
6570,cg15037004,13022
6571,cg12026956,13024
6572,cg15518950,13027
6573,cg25177452,13028
6574,cg13958614,13036
6575,cg03663715,13037
6576,cg14012294,13038
6577,cg16833551,13039
6578,cg16834187,13040
6579,cg10833576,13042
6580,cg01439669,13049
6581,cg20951821,13050
6582,cg08548086,13052
6583,cg02162412,13064
6584,cg27061947,13065
6585,cg03132911,13067
6586,cg02387679,13068
6587,cg00415993,13071
6588,cg08241785,13073
6589,cg20030243,13075
6590,cg11591325,13076
6591,cg24573501,13079
6592,cg21842274,13086
6593,cg16545105,13087
6594,cg06252849,13091
6595,cg25836159,13092
6596,cg04735745,13093
6597,cg21985356,13094
6598,cg16908782,13095
6599,cg06339657,13096
6600,cg18089852,13097
