sample_id,dataset,tissue_type,age,gender,split
GSM1432418,GSE59274,placenta,-0.010931506849315074,F,train
GSM1432419,GSE59274,placenta,-0.005561643835616422,F,train
GSM1432420,GSE59274,placenta,-0.06578082191780821,F,train
GSM1432427,GSE59274,placenta,-0.06021917808219179,M,train
GSM1432431,GSE59274,placenta,-0.2356986301369863,F,train
GSM1432439,GSE59274,placenta,-0.046602739726027395,F,train
GSM1432441,GSE59274,placenta,-0.04391780821917807,M,train
GSM1432443,GSE59274,placenta,-0.12868493150684934,F,train
GSM1432444,GSE59274,placenta,-0.0958904109589041,F,train
GSM1432445,GSE59274,placenta,-0.16435616438356165,M,valid
GSM1432447,GSE59274,placenta,-0.1424931506849315,M,valid
GSM1432448,GSE59274,placenta,-0.22745205479452055,F,train
GSM1546397,E-GEOD-63347,brain hippocampus,38.0,F,valid
GSM1572921,E-GEOD-64511,brain hippocampus,38.0,F,train
GSM1842973,E-GEOD-71678,placenta,0.0,F,train
GSM1843072,E-GEOD-71678,placenta,0.0,M,train
GSM1843113,E-GEOD-71678,placenta,0.0,F,train
GSM1865172,E-GEOD-72556,saliva,4.0,F,train
GSM1931569,E-GEOD-74738,placenta,-0.021095890410958933,F,train
GSM1931576,E-GEOD-74738,placenta,-0.05178082191780827,F,train
GSM1931580,E-GEOD-74738,placenta,-0.06520547945205477,F,valid
GSM1931582,E-GEOD-74738,placenta,-0.05561643835616436,F,train
GSM1931583,E-GEOD-74738,placenta,-0.019178082191780823,M,train
GSM1931584,E-GEOD-74738,placenta,-0.06328767123287665,M,train
GSM1931587,E-GEOD-74738,placenta,-0.005753424657534192,F,train
GSM1931588,E-GEOD-74738,placenta,-0.007671232876712302,F,train
GSM1931589,E-GEOD-74738,placenta,-0.07479452054794518,F,train
GSM1931590,E-GEOD-74738,placenta,-0.019178082191780823,F,train
GSM1931591,E-GEOD-74738,placenta,-0.011506849315068521,F,train
GSM2084605,E-GEOD-79056,blood cord,-0.3041643835616438,F,train
GSM2084608,E-GEOD-79056,blood cord,-0.27117808219178086,M,train
GSM2084609,E-GEOD-79056,blood cord,-0.2356986301369863,F,train
GSM2084618,E-GEOD-79056,blood cord,-0.11506849315068493,F,train
GSM2084620,E-GEOD-79056,blood cord,-0.019178082191780823,F,train
GSM2084622,E-GEOD-79056,blood cord,-0.0136164383561644,F,train
GSM2084624,E-GEOD-79056,blood cord,-0.010931506849315074,M,train
GSM2084625,E-GEOD-79056,blood cord,-0.008246575342465748,M,train
GSM2084626,E-GEOD-79056,blood cord,-0.005561643835616422,M,train
GSM2084627,E-GEOD-79056,blood cord,-0.005561643835616422,M,train
GSM2084628,E-GEOD-79056,blood cord,-0.002684931506849326,F,train
GSM2084629,E-GEOD-79056,blood cord,-0.002684931506849326,M,train
GSM2084630,E-GEOD-79056,blood cord,-0.002684931506849326,M,valid
GSM401632,E-GEOD-36194,brain cerebellum,28.0,,train
GSM401633,E-GEOD-36194,brain cerebellum,47.0,,valid
GSM501650,GSE20067,blood whole,19.0,F,train
GSM712319,GSE28746,saliva,38.0,M,train
GSM897841,GSE36642,blood cord,-0.11506849315068493,M,train
GSM897842,GSE36642,blood cord,-0.11506849315068493,F,train
GSM897843,GSE36642,blood cord,-0.057534246575342465,M,test
GSM897844,GSE36642,blood cord,-0.057534246575342465,M,train
GSM897845,GSE36642,blood cord,-0.057534246575342465,F,train
GSM897846,GSE36642,blood cord,-0.057534246575342465,F,valid
GSM897847,GSE36642,blood cord,-0.07671232876712329,M,train
GSM897848,GSE36642,blood cord,-0.07671232876712329,M,train
GSM897849,GSE36642,blood cord,-0.057534246575342465,M,train
GSM897850,GSE36642,blood cord,-0.057534246575342465,M,train
GSM897851,GSE36642,blood cord,-0.057534246575342465,F,test
GSM897852,GSE36642,blood cord,-0.057534246575342465,M,train
GSM897853,GSE36642,blood cord,-0.038356164383561646,M,train
GSM897854,GSE36642,blood cord,-0.038356164383561646,M,train
GSM897855,GSE36642,blood cord,-0.038356164383561646,M,valid
GSM897856,GSE36642,blood cord,-0.038356164383561646,M,train
GSM897857,GSE36642,blood cord,-0.11506849315068493,M,train
GSM897858,GSE36642,blood cord,-0.11506849315068493,M,test
GSM897859,GSE36642,blood cord,-0.038356164383561646,M,train
GSM897860,GSE36642,blood cord,-0.038356164383561646,M,test
GSM897861,GSE36642,blood cord,-0.057534246575342465,F,train
GSM897862,GSE36642,blood cord,-0.057534246575342465,M,train
GSM897863,GSE36642,blood cord,-0.057534246575342465,M,train
GSM897864,GSE36642,blood cord,-0.11506849315068493,F,valid
GSM897865,GSE36642,blood cord,-0.11506849315068493,F,train
GSM897866,GSE36642,blood cord,-0.07671232876712329,F,train
GSM897867,GSE36642,blood cord,-0.07671232876712329,F,train
GSM897868,GSE36642,blood cord,-0.038356164383561646,F,test
GSM897869,GSE36642,blood cord,-0.038356164383561646,F,valid
GSM897870,GSE36642,blood cord,-0.038356164383561646,M,valid
GSM897871,GSE36642,blood cord,-0.038356164383561646,M,valid
GSM897872,GSE36642,blood cord,-0.0958904109589041,M,test
GSM897873,GSE36642,blood cord,-0.0958904109589041,M,test
GSM897874,GSE36642,blood cord,-0.07671232876712329,F,test
GSM897875,GSE36642,blood cord,-0.07671232876712329,F,train
GSM897876,GSE36642,blood cord,-0.11506849315068493,F,test
GSM897877,GSE36642,blood cord,-0.11506849315068493,F,test
GSM897878,GSE36642,blood cord,-0.038356164383561646,M,train
GSM897879,GSE36642,blood cord,-0.038356164383561646,M,test
GSM897880,GSE36642,blood cord,-0.038356164383561646,F,test
GSM897881,GSE36642,blood cord,-0.038356164383561646,F,train
GSM897882,GSE36642,blood cord,-0.057534246575342465,F,train
GSM897883,GSE36642,blood cord,-0.057534246575342465,M,test
GSM897884,GSE36642,blood cord,-0.11506849315068493,F,train
GSM897885,GSE36642,blood cord,-0.11506849315068493,F,test
GSM897886,GSE36642,blood cord,-0.15342465753424658,M,test
GSM897887,GSE36642,blood cord,-0.15342465753424658,M,test
GSM897888,GSE36642,blood cord,-0.07671232876712329,M,valid
GSM897889,GSE36642,blood cord,-0.07671232876712329,M,test
GSM897890,GSE36642,blood cord,-0.038356164383561646,F,train
GSM897891,GSE36642,blood cord,-0.038356164383561646,F,train
GSM897892,GSE36642,blood cord,-0.038356164383561646,M,test
GSM897893,GSE36642,blood cord,-0.038356164383561646,M,valid
GSM897894,GSE36642,blood cord,-0.11506849315068493,M,test
GSM897895,GSE36642,blood cord,-0.11506849315068493,F,test
GSM897896,GSE36642,blood cord,-0.057534246575342465,M,test
GSM897897,GSE36642,blood cord,-0.057534246575342465,M,test
GSM897898,GSE36642,blood cord,-0.057534246575342465,F,train
GSM897899,GSE36642,blood cord,-0.057534246575342465,F,test
GSM897900,GSE36642,blood cord,-0.07671232876712329,M,train
GSM897901,GSE36642,blood cord,-0.07671232876712329,M,valid
GSM897902,GSE36642,blood cord,-0.057534246575342465,M,train
GSM897903,GSE36642,blood cord,-0.057534246575342465,M,test
GSM897904,GSE36642,blood cord,-0.038356164383561646,M,valid
GSM897905,GSE36642,blood cord,-0.038356164383561646,M,train
GSM897906,GSE36642,blood cord,-0.038356164383561646,M,test
GSM897907,GSE36642,blood cord,-0.038356164383561646,M,train
GSM897908,GSE36642,blood cord,-0.11506849315068493,M,test
GSM897909,GSE36642,blood cord,-0.11506849315068493,M,train
GSM897910,GSE36642,blood cord,-0.057534246575342465,F,test
GSM897911,GSE36642,blood cord,-0.057534246575342465,M,train
GSM897912,GSE36642,blood cord,-0.11506849315068493,F,train
GSM897913,GSE36642,blood cord,-0.11506849315068493,F,train
GSM897914,GSE36642,blood cord,-0.07671232876712329,F,test
GSM897915,GSE36642,blood cord,-0.07671232876712329,F,test
GSM897916,GSE36642,blood cord,-0.038356164383561646,F,train
GSM897917,GSE36642,blood cord,-0.038356164383561646,F,valid
GSM897918,GSE36642,blood cord,-0.0958904109589041,M,test
GSM897919,GSE36642,blood cord,-0.0958904109589041,M,test
GSM897920,GSE36642,blood cord,-0.11506849315068493,F,train
GSM897921,GSE36642,blood cord,-0.11506849315068493,F,test
GSM897922,GSE36642,blood cord,-0.07671232876712329,F,train
GSM897923,GSE36642,blood cord,-0.07671232876712329,M,test
GSM897924,GSE36642,blood cord,-0.057534246575342465,F,test
GSM897925,GSE36642,blood cord,-0.057534246575342465,F,train
GSM897926,GSE36642,blood cord,-0.057534246575342465,F,test
GSM897927,GSE36642,blood cord,-0.057534246575342465,M,train
GSM897928,GSE36642,blood cord,-0.11506849315068493,F,train
GSM897929,GSE36642,blood cord,-0.11506849315068493,F,test
GSM897930,GSE36642,blood cord,-0.15342465753424658,M,test
GSM897931,GSE36642,blood cord,-0.15342465753424658,M,train
GSM897932,GSE36642,blood cord,-0.07671232876712329,M,train
GSM897933,GSE36642,blood cord,-0.07671232876712329,M,train
GSM897934,GSE36642,blood cord,-0.13424657534246576,F,train
GSM897935,GSE36642,blood cord,-0.13424657534246576,F,valid
GSM897936,GSE36642,placenta,-0.038356164383561646,M,train
GSM897937,GSE36642,placenta,-0.038356164383561646,M,train
GSM897938,GSE36642,placenta,-0.07671232876712329,F,test
GSM897939,GSE36642,placenta,-0.07671232876712329,F,test
GSM897940,GSE36642,placenta,-0.057534246575342465,F,test
GSM897941,GSE36642,placenta,-0.057534246575342465,M,test
GSM897942,GSE36642,placenta,-0.11506849315068493,F,valid
GSM897943,GSE36642,placenta,-0.11506849315068493,F,train
GSM897944,GSE36642,placenta,-0.15342465753424658,F,train
GSM897945,GSE36642,placenta,-0.15342465753424658,F,test
GSM897946,GSE36642,placenta,-0.07671232876712329,F,test
GSM897947,GSE36642,placenta,-0.07671232876712329,F,valid
GSM897948,GSE36642,placenta,-0.057534246575342465,F,train
GSM897949,GSE36642,placenta,-0.057534246575342465,F,test
GSM897950,GSE36642,placenta,-0.038356164383561646,F,train
GSM897951,GSE36642,placenta,-0.038356164383561646,F,train
GSM897952,GSE36642,placenta,-0.07671232876712329,F,test
GSM897953,GSE36642,placenta,-0.07671232876712329,M,train
GSM897954,GSE36642,placenta,-0.057534246575342465,F,test
GSM897955,GSE36642,placenta,-0.057534246575342465,F,test
GSM897956,GSE36642,placenta,-0.038356164383561646,F,train
GSM897957,GSE36642,placenta,-0.038356164383561646,F,test
GSM897958,GSE36642,placenta,-0.057534246575342465,F,train
GSM897959,GSE36642,placenta,-0.057534246575342465,M,valid
GSM897960,GSE36642,placenta,-0.07671232876712329,M,train
GSM897961,GSE36642,placenta,-0.07671232876712329,M,test
GSM897962,GSE36642,placenta,-0.038356164383561646,M,train
GSM897963,GSE36642,placenta,-0.038356164383561646,M,test
GSM902242,GSE36812,blood cord,-0.04391780821917807,,train
GSM902243,GSE36812,blood cord,-0.05484931506849314,,train
GSM902248,GSE36812,blood cord,-0.005561643835616422,,valid
GSM902250,GSE36812,blood cord,-0.002684931506849326,,train
GSM902251,GSE36812,blood cord,-0.010931506849315074,,train
GSM902253,GSE36812,blood cord,-0.03567123287671232,,train
GSM902256,GSE36812,blood cord,-0.021863013698630147,,train
GSM902257,GSE36812,blood cord,-0.005561643835616422,,valid
GSM902258,GSE36812,blood cord,-0.002684931506849326,,train
GSM902260,GSE36812,blood cord,-0.024739726027397244,,train
GSM902262,GSE36812,blood cord,-0.010931506849315074,,train
GSM902267,GSE36812,blood cord,-0.024739726027397244,,train
GSM902271,GSE36812,blood cord,-0.038356164383561646,,train
GSM902272,GSE36812,blood cord,-0.005561643835616422,,train
GSM902274,GSE36812,blood cord,-0.038356164383561646,,train
GSM902279,GSE36812,blood cord,-0.057534246575342465,,valid
GSM902283,GSE36812,blood cord,-0.010931506849315074,,valid
GSM902287,GSE36812,blood cord,-0.010931506849315074,,train
GSM902288,GSE36812,blood cord,-0.005561643835616422,,train
GSM908446,GSE37008,blood pbmc,26.0,F,train
GSM908456,GSE37008,blood pbmc,26.0,F,test
